id,date,speaker,statement,label_fnn,word_count,text_length
171,2007-11-13T00:00:00-05:00,Rudy Giuliani,''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',fake,336,2010
14923,2018-01-12T13:38:43-05:00,Donald Trump,"Says the Obama administration ""sold perhaps the best located and finest embassy in London ... only to build a new one in an off location for 1.2 billion dollars.""",fake,473,2670
7744,2013-05-06T10:34:54-04:00,George Lavender,Says stateâs mandated tests come from an English company.,real,502,3080
13756,2017-02-22T06:00:00-05:00,Rick Scott,"""When the House wants to stop Enterprise Florida ... theyâre hurting our rural communities.""",fake,1033,6392
5261,2012-01-29T09:00:00-05:00,Scott Walker,"""We wiped out a $3.6 billion deficit without raising taxes.""",real,1118,6422
2498,2010-09-30T06:00:00-04:00,Bill White,"Texas has ""a higher unemployment rate than neighboring states.""",real,321,1957
2697,2010-10-27T06:00:00-04:00,Jeff Merkley,Says Scott Bruun supports allowing corporations to secretly funnel millions of dollars to front groups to finance attack ads.,real,837,5073
3697,2011-05-05T13:00:22-04:00,Jim Renacci,"The federal debt is more than $14 trillion, ""almost equal to the size of our entire economy,"" and ""every child born today inherits a $45,000 share of the national debt before they take their first breath.""",real,573,3379
17270,2019-09-05T14:30:39-04:00,Whoopi  Goldberg,"""The last time people (created a Hollywood blacklist), people ended up killing themselves â¦ They were accused, and they lost their right to work.""",real,855,5124
18217,2020-03-23T16:47:27-04:00,Facebook posts,Says businesses will give you free baby formula during the coronavirus outbreak.,fake,475,2797
14571,2017-09-26T12:17:39-04:00,Andrew Koenig,"""The bill that I carried cutting MOâs income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt""",real,625,3506
12760,2016-07-23T00:00:00-04:00,Donald Trump,"The U.S. has to go to ""plane graveyards"" and museums to get parts for its 20-year-old jet fighters while it sells new jets to other countries.",real,1326,7637
8655,2013-12-13T10:00:00-05:00,Barry Smitherman,"""The Earth is not warming.""",fake,2567,15845
4989,2011-12-15T23:24:30-05:00,Michele Bachmann,"""After the debate that we had last week, PolitiFact came out and said that everything I said was true.""",fake,643,3586
16000,2018-10-11T12:05:05-04:00,Joshua Feuerstein,Says #MeToo movement sign suggested assaulting First Lady Melania Trump.,fake,324,2029
17538,2019-11-14T12:49:50-05:00,Facebook posts,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",fake,362,2290
9673,2014-07-29T00:00:00-04:00,Nathan Deal,"Says Jason Carter has ""gotten David Axelrod to come down and be his campaign advisor.""",fake,791,4664
9587,2014-07-13T00:01:00-04:00,Nicholas Mattiello,"On the last night of the General Assembly, ""by 11 o'clock 95 to 98 percent of the business was done. So we really didn't have that late-night session. We were just holding on one bill.""",fake,487,2794
13319,2016-10-21T11:04:17-04:00,Donald Trump,"""Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, they've been deported.""",real,774,4667
10664,2015-03-27T15:29:14-04:00,Facebook posts,Says Ted Cruz just flip-flopped about the president needing to be U.S.-born.,fake,584,3343
17949,2020-02-17T17:24:00-05:00,Tim Moore,"Says the photo ID law passed by North Carolina  lawmakers is âone of the nationâs most lenient voter ID laws.""",fake,963,5542
4988,2011-12-19T15:20:17-05:00,Michelle Obama,"Says President Obama ""helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill.""",real,800,4748
13302,2016-10-20T00:57:54-04:00,Hillary Clinton,"Says Donald Trump ""saidÂ as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.""",real,501,3073
4785,2011-11-14T18:00:00-05:00,Robert Hagan,"""The governor won this state with 49 percent. We had some of the closest races in the House in history. So youâre not dealing with this 70-30, like they want to make it.""",real,958,5670
12329,2016-05-02T17:28:29-04:00,Donald Trump,"""In the history of Republican primaries, Iâve gotten the most votes in the history of the Republican party.""",fake,372,2196
1920,2010-06-20T06:00:00-04:00,Doug MacGinnitie,"Georgia Secretary of State Brian Kemp is a ""career politician.""",fake,660,3868
9828,2014-08-31T05:00:00-04:00,Wisconsin State AFL-CIO,"""Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.""",fake,603,3642
5500,2012-03-11T06:00:00-04:00,Rick Perry,"""A hundred percent of all the jobs lost during the recession have been reclaimed in Texas â¦ while the nation is at about 36 percent.""",real,1446,8279
7353,2013-02-08T10:45:41-05:00,Kelly  Ayotte,"""When total Sandy spending is added up, it's more than the annual budget for the U.S. Department of Homeland Security. And it's more than twice the annual budget of the U.S. Energy Department.""",real,670,3987
15526,2018-06-22T17:51:22-04:00,Tammy Baldwin,"Says Donald Trump's executive order ""doesn't address the over 2,000 children who are already separated from their parents, and it doesn't change the fact that we would be jailing children with their families.""",real,770,4756
16684,2019-03-29T17:11:35-04:00,John Bucy III,"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",real,701,4276
3495,2011-03-30T14:33:49-04:00,Free Market Florida,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,real,1709,10380
2374,2010-09-11T09:00:00-04:00,Jim Sensenbrenner,"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",fake,508,2953
15033,2018-02-13T09:12:00-05:00,Tucker Carlson,"""There are more immigrants in our country right now than any other time.""",real,605,3732
14902,2018-01-05T17:11:24-05:00,Donald Trump,"""I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book.""",fake,917,5160
10366,2015-01-10T06:00:00-05:00,Glenn Hegar,"The ""average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.""",real,505,2904
6279,2012-07-18T06:00:00-04:00,Jeff Dickerson,"According to a national survey, transit ""ridership"" among people age 16 to 34 increased 40 percent between 2001 and 2009.",real,713,4342
16214,2018-11-08T14:15:30-05:00,  Infowars,"""Election fraud: Democrats are voting twice in Maryland""",fake,416,2373
17861,2020-02-03T17:37:10-05:00,Facebook posts,"Say Nancy PelosiÃ¢â¬â¢s net worth is $196,299,990.",fake,495,2878
7801,2013-05-19T00:01:00-04:00,David Cicilline,"Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because there's been such a growth of income among the highest earners.",fake,614,3578
16297,2018-12-11T16:47:35-05:00,Bloggers,"""Border Patrol agents were caught on film destroying supplies left to help migrants""",real,418,2537
8587,2013-11-22T13:20:47-05:00,Jody Conradt,"""All"" University of Texas ""student-athletes get an iPad.""",fake,606,3726
5050,2012-01-02T17:25:48-05:00,Rick Perry,Says Rick Santorum voted for the Bridge to Nowhere.,real,954,5729
12780,2016-07-26T23:02:12-04:00,Barbara  Boxer,"Says Donald Trump ""said a woman should be punished for exercising her right to choose.""",real,668,3774
17650,2019-12-17T12:32:07-05:00,Jim Justice,"""Jim Justice is the first West Virginia governor to fight for pay raises for educators.""",fake,623,3805
3596,2011-04-18T06:00:00-04:00,George Turner,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",real,850,5110
14554,2017-09-28T09:35:00-04:00,John Eaves,"""The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.""",fake,527,3160
6550,2012-08-27T13:28:53-04:00,BillHislam.com,"Says that Tennessee Gov. Bill Haslam ""has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.""",fake,874,5442
5838,2012-05-03T07:30:00-04:00,Frank Lautenberg,"Says ""in our gun laws weâre allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.""",real,540,3086
11926,2016-02-17T17:27:31-05:00,Stephen Colbert,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",real,924,5656
6882,2012-10-10T15:00:00-04:00,Bill Powers,"""We confer more PhDs each year than any other university in America except Berkeley.""",fake,548,3360
8087,2013-07-30T10:29:15-04:00,Charles Kuck,A provision of the Senate immigration bill would require you to have government permission to get a second job.,real,982,6066
410,2008-03-24T00:00:00-04:00,Bloggers,"Obama says America is great, but let's ""try to change it.""",fake,482,2667
15582,2018-07-10T13:57:38-04:00,Bloggers,"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",fake,705,4354
12868,2016-08-05T16:26:27-04:00,Barack Obama,"Because of the Trans-Pacific Partnership ""weâve got a country like Malaysia taking really serious efforts to crack down on human trafficking.""",real,786,4993
13723,2017-02-09T17:31:30-05:00,Richard Corcoran,"""Spending more taxpayer money on VISIT FL (or less) has not demonstrated a direct impact on tourism.""",real,895,5480
6596,2012-08-30T20:25:08-04:00,Jeb Bush,"""In Massachusetts, Gov. Romney narrowed the gap between students of different races.""",real,1029,6206
223,2007-12-18T00:00:00-05:00,Rudy Giuliani,"""Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office â¦""",fake,466,2782
6854,2012-10-05T17:47:47-04:00,Barack Obama,Says 50 million people would lose their health insurance if Obamacare is repealed.,fake,1067,6458
6429,2012-08-09T14:58:46-04:00,Priorities USA Action,Says Mitt Romney and Bain Capital are to blame in a womanâs premature death when they closed the plant where her husband worked.,fake,1173,6580
16805,2019-04-25T17:12:46-04:00,Stony Rushing,"Says ""5 out of 10"" GOP candidates donât live in North Carolinaâs 9th Congressional District.",real,655,3959
14780,2017-11-24T05:00:00-05:00,Wisconsin Department of Transportation,"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",real,622,3741
3963,2011-06-20T10:00:37-04:00,Turn Right USA,"""Janice Hahn hired hard-core gang members with taxpayer money to be 'gang-intervention specialists.' She even helped them get out of jail, so they could rape and kill again.""",fake,2135,12294
5982,2012-05-25T12:06:12-04:00,Crossroads GPS,Says Obama broke his promise to help homeowners facing foreclosure.,real,1265,7800
10119,2014-10-21T22:22:25-04:00,Scott Brown,"Says Jeanne Shaheen has ""voted with the president 99 percent of the time.""",real,907,5334
17219,2019-08-21T13:24:35-04:00,Kamala Harris,"It ""is estimated that as many as 300,000 auto workers may be out of a job before the end of the year.""",fake,507,2878
16720,2019-04-07T19:33:30-04:00,Miro Weinberger,"""The public health science is clear that the use of the addiction medicine buprenorphine saves lives whether that use has been prescribed or not.""",real,745,4822
15758,2018-08-20T17:39:34-04:00,Bloggers,"""Cops take a knee then walk out on Redskins, leaving them stranded in their locker room overnight.""",fake,441,2587
565,2008-07-11T00:00:00-04:00,Barack Obama,"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",fake,488,2844
10004,2014-10-02T17:11:49-04:00,Thom Tillis,"Says Sen. Kay Hagan ""has missed half of the (Senate Armed Services) Committee's hearings in 2014.""",real,716,4316
6768,2012-09-26T07:30:00-04:00,Chris Christie,"Says there are ""fewer jobs in America today than when Barack Obama became president.""",fake,502,2907
16851,2019-05-08T14:30:18-04:00,Joe Biden,"""Iâm one of the first guys to introduce a climate change bill, way, way back in â87.""",real,904,5368
8144,2013-08-12T00:00:00-04:00,Ken Cuccinelli,Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,real,751,4760
15764,2018-08-23T10:12:03-04:00,Donald Trump,"""I want clean air. I want crystal clean water. And weâve got it.Â Weâve got the cleanest country in the planet right now.""",fake,604,3742
3240,2011-02-16T09:11:43-05:00,National Rifle Association,"""Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it.""",fake,1129,6411
465,2008-05-02T00:00:00-04:00,Chain email,"""Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.""",fake,1083,6300
18395,2020-04-22T16:11:27-04:00,Joe Biden,"âUntil this week, they [OSHA] werenât even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.â",real,1022,6284
15140,2018-03-15T08:57:57-04:00,Mark Harris,"Rep. Pittenger is ""constantly rated as one of the most liberal Republicans in Congress.""",fake,763,4785
9424,2014-06-09T00:00:00-04:00,Ed  Gillespie,"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year.""",fake,788,4826
6958,2012-10-19T13:22:22-04:00,Barack Obama,"""George Bush never suggested that we eliminate funding for Planned Parenthood.""",real,1018,6282
12922,2016-08-16T17:14:44-04:00,Pat McCrory,"""Roy Cooper's refusal to do his job is costing taxpayers money.""",fake,1083,6279
8877,2014-02-05T16:05:51-05:00,Ann Coulter,"A friendâs sister ""died from Obamacare"" becauseÂ Blue Shield ""completely just pulled out of California.""",fake,897,5421
3154,2011-02-01T18:18:59-05:00,Jason Brodeur,Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.,fake,1065,6172
9371,2014-05-28T14:24:48-04:00,Charlie Crist,"41,200 veterans in Florida ""donât have health care because Scott didnât expand Medicaid.""",real,672,4004
16525,2019-02-26T01:00:00-05:00,Morgan Griffith,"""Our country has succeeded in reducing greenhouse emissions in previous years.""",real,607,3755
15574,2018-07-06T09:30:00-04:00,Alexandria Ocasio-Cortez,"""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.""",fake,808,4760
2945,2010-12-13T06:00:00-05:00,Jack Kingston,"""Sixteen [federal] programs exist to fight homelessness"" and some of them are duplicative.",real,804,5066
7586,2013-04-01T06:00:00-04:00,Pete Snyder,"""A study by the University of Virginia pulls back the curtain on Medicaidâs tragically bad outcomes, including âincreased risk of adjusted mortality.â""",real,785,4890
5993,2012-05-25T17:11:17-04:00,Conservative Voters of Texas PAC,"Says Larry Taylor gave ""in-state tuition to illegal immigrants.""",fake,620,3746
17726,2020-01-07T16:16:54-05:00,Facebook posts,A collection of photos shows animals caught in the Australia wildfires.,fake,480,2778
1849,2010-06-04T20:23:04-04:00,John Oxendine,"""We have SAT scores lower than that of Alabama.""",real,717,4193
4693,2011-10-28T10:42:51-04:00,Chain email,"Barack Obama is the ""First President to terminate Americaâs ability to put a man in space.""",fake,776,4515
913,2009-01-22T20:21:41-05:00,Eric Cantor,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",fake,750,4340
3631,2011-04-22T06:00:00-04:00,Kathleen Angelucci,"""It is a fact that it costs more to run the schools in August.""",fake,986,5835
2170,2010-08-03T11:08:27-04:00,Paul Krugman,"The Bush administration ""pulled the troops out of Afghanistan, pulled the resources away, because they wanted to invade Iraq instead.""",real,790,4711
8268,2013-09-16T11:13:04-04:00,John Boehner,"According to the most recent jobs report, ""we've got more Americans leaving the workforce than we have finding jobs.""",real,742,4299
4886,2011-12-02T15:17:28-05:00,David Frum,"""Eighty percent of the net new jobs created in the state of Texas since 2009 went to the foreign-born.""",real,650,3970
18160,2020-03-16T16:51:45-04:00,Facebook posts,Says COVID-19 came to the United States in 2019.,fake,766,4357
2255,2010-08-19T18:13:01-04:00,Mark Sharpe,"""Mark Sharpe has lowered property taxes by 17 percent.""",fake,963,5675
3385,2011-03-08T18:44:06-05:00,Rick Scott,"""I delivered to you a budget that ... cuts taxes by $2 billion.""",real,362,2094
5994,2012-05-29T06:00:00-04:00,Citizens for Transportation Mobility,"A government analysis shows under a proposed transportation tax, ""metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.""",fake,893,5323
1656,2010-04-05T10:05:33-04:00,Gil Kerlikowske,"""More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. That's significantly higher than alcohol.""",real,1230,7520
10168,2014-10-30T16:26:33-04:00,Megyn Kelly,"A new Colorado law ""literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to âcollectors.â """,fake,449,2549
12159,2016-04-01T09:45:00-04:00,Hillary Clinton,"Says Donald Trump ""wants us to pull out of NATO.""",fake,540,3081
3446,2011-03-20T00:00:01-04:00,David Cicilline,"""When I took office in 2003, we had very little reserves.""",fake,764,4517
8767,2014-01-14T05:00:00-05:00,Kathleen Vinehout,"""If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes"" under the state income-tax cut, but ""it didnât show up in your paycheck.""",real,920,5161
5400,2012-02-22T14:59:38-05:00,Rick Santorum,"Says in the last 20 years, the French have not ""stood by"" the United States on foreign policy.",fake,1213,7331
16047,2018-10-21T21:57:05-04:00,Dan McCready,"""Mark Harris has said he would abolish the Department of Education.""",real,735,4367
6476,2012-08-17T10:27:56-04:00,American Civil Liberties Union of Florida,"""13,000 Floridians are able to vote -- but their governor won't tell them.""",fake,1009,6032
17107,2019-07-24T02:00:00-04:00,Bill Stanley,"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero.""",fake,700,4247
7207,2013-01-02T06:00:00-05:00,Jack Kingston,"""Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.""",real,678,4107
7081,2012-11-12T06:00:00-05:00,Jason Isaac,"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",fake,721,4497
1298,2009-11-05T13:31:53-05:00,Debbie Wasserman Schultz,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",real,752,4631
4014,2011-06-28T12:12:34-04:00,Jim DeMint,"""We've got more revenue than we ever have.""",fake,626,3556
18343,2020-04-14T06:00:00-04:00,Rick Santorum,"""The president looks like he was ahead of the curve â as you know, he talks about this all the time â on shutting down travel from China.""",fake,629,3812
10567,2015-03-02T00:01:00-05:00,Bishop Thomas Tobin,"""Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.""",fake,800,5045
7623,2013-04-10T09:18:21-04:00,Facebook posts,"""Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.""",real,548,3197
4362,2011-08-31T06:00:00-04:00,People for the Ethical Treatment of Animals,People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,real,706,4195
9800,2014-08-21T12:00:00-04:00,Sarah Palin,"Under Rosemary Lehmberg, the ""Travis County D.A.âs office"" convened the grand jury that indicted Rick Perry.",fake,1068,6539
711,2008-09-23T00:00:00-04:00,National Rifle Association,"""Obama's Ten Point Plan to 'Change' The Second Amendmentâ¦.Ban the manufacture, sale and possession of handguns.""",fake,548,3228
3653,2011-04-27T13:57:45-04:00,Donald Trump,"""CNN did a poll recently where Obama and I are statistically tied.""",fake,583,3525
7622,2013-04-10T11:35:15-04:00,Frederica Wilson,"""Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.""",fake,1335,7890
8801,2014-01-23T11:36:46-05:00,Josh Fox,"""We had 6,000 oil and gas spills in 2012"" with ""more oil and gas spreading in the United States than the entire Exxon Valdez spill.""",real,923,5454
16429,2019-02-01T14:29:47-05:00,Adam Smith,"""Go back to 2005 until now, we have quadrupled the number of Border Patrol agents.""",fake,358,2145
11215,2015-08-25T10:14:32-04:00,Julius Jones,"""The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.""",real,1057,6413
7420,2013-02-21T06:00:00-05:00,Josh Mandel,"Federal spending on entitlements ""is projected to consume all revenue by 2045.""",real,1311,7830
10515,2015-02-16T16:25:06-05:00,Scott Walker,"The woman named Wisconsinâs 2010 ""outstanding teacher of the year"" was laid off by the Milwaukee Public Schools that year under ""seniority and tenure rules"" that were eliminated by his Act 10 changes.",real,685,4057
9132,2014-04-02T17:24:59-04:00,Lamar Smith,"The National Science Foundation awarded $700,000 to fund a climate change musical.",real,884,5582
4715,2011-11-01T17:39:42-04:00,Democratic National Committee,"Says Mitt Romneyâs housing policy is, ""Donât try and stop the foreclosure process. Let it run its course and hit the bottom.""",real,714,4134
1625,2010-03-25T18:33:18-04:00,Charlie Crist,"In Cover Florida ""thousands already enrolled and climbing.""",real,526,3275
17029,2019-06-28T12:28:57-04:00,Facebook posts,"Quotes Benjamin Franklin as saying ""We are all born ignorant, but one must work hard to remain stupid.""",fake,321,1872
10818,2015-05-11T05:00:00-04:00,Katrina Shankland,"""Republicans have already cut our neighborhood public schools three budgets in a row.""",fake,646,3892
9754,2014-08-13T00:00:00-04:00,David Perdue,"""There are only about 10 people in the United States Senate who have any real business experience.""",real,680,4143
7094,2012-11-16T06:00:00-05:00,Chris Redfern,"Barack Obama is ""only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.""",real,641,3591
17709,2020-01-06T14:18:14-05:00,Facebook posts,"Says the Obamas ""surrendered"" their law licenses to escape disciplinary action and charges.",fake,443,2692
1221,2009-09-29T17:43:37-04:00,Patients First,"""Health care mandate will require imprisonment and fines for Americans who canât afford to purchase insurance or pay hefty government penalties.""",fake,1610,9535
3129,2011-01-27T15:01:17-05:00,Paul Ryan,"""Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus.""",real,546,3209
11698,2015-12-17T00:00:00-05:00,Mike Thompson,"""Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.""",real,1071,6422
16247,2018-11-20T12:00:00-05:00,Gwen Moore,"""We have lost over $1 billion in not taking the Medicaid expansion money, only to insure fewer people.""",real,628,3787
8455,2013-10-30T10:00:00-04:00,Daniel Llanes,"""78702 is the second-most gentrified ZIP code in the entire country.""",fake,1361,8334
10186,2014-11-02T15:36:25-05:00,Jonathan Karl,"""Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.""",real,622,3639
17203,2019-08-15T15:20:08-04:00,Rob Schmitt,"Says the Trump administrationâs new policy for legal immigrants on welfare ""has been around for a while. This is not a new thing that the president is trying to implement here, that the United States has been this way.""",real,839,4926
7966,2013-07-01T06:00:00-04:00,E.W. Jackson,"""In 1960, most black children were raised in two-parent, monogamous families."" Today ""we have only 20 percent of black children being raised in two-parent, monogamous families...""",real,510,2989
15898,2018-09-24T06:00:00-04:00,Donald Trump,"Under the North American Free Trade Agreement, ""we lost millions of jobs.""",fake,617,3644
4939,2011-12-14T07:30:00-05:00,Pat Roberts,"Says with Jon Corzine, ""it's the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.""",real,512,3084
8980,2014-02-28T05:00:00-05:00,Scott Walker,"""Federal government reneging"" on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-â15 state budget.",fake,802,4814
10826,2015-05-13T11:45:13-04:00,Scott Walker,"Says that as president, Barack Obama has not gone to the Texas-Mexico border",fake,487,2808
13684,2017-02-01T16:12:08-05:00,Rob Portman,"""All of our taxpayers are paying roughly 22% of the U.N. budget.""",real,334,1924
2252,2010-08-18T19:46:09-04:00,Tim Kaine,Republicans tried to block the deficit commission.,real,859,5250
9179,2014-04-14T05:00:00-04:00,Chris Taylor,"""The Capitol rotunda was actually made to invite the people in and to accommodate protests.""",real,969,5898
17873,2020-02-05T12:38:23-05:00,Viral image,"Says Donald Trump tweeted, âI have it on good authority that the real reason for the delayed results from the #IowaCaucus is they are trying to hide the fact that the winner was @VerminSupreme. This is one time I hope the DNC is actually successful, as Vermin is the only candidate that is smart (and crazy) enough to possibly beat me!â",fake,306,1741
15127,2018-03-12T14:50:19-04:00,Leah Vukmir,"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words.""",fake,977,5921
2080,2010-07-20T11:26:21-04:00,Joe Biden,"""We're not engaged in nation-building"" in Afghanistan.",real,1452,8906
18064,2020-03-03T13:47:02-05:00,Facebook posts,âThe coronavirus has made it to Mississippi and the lady that caught it wasnât around nobody with it which means it is airborne. That means if the wind blows it your direction youâll have it also.â,fake,704,4030
5227,2012-01-24T15:34:19-05:00,Rick Santorum,"Florida's economy ""became a bad economy ... because of a huge spike in oil prices in the summer of 2008.""",fake,799,4572
7099,2012-11-21T09:00:00-05:00,Health First Wisconsin,"""Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children â regardless of whether that child is seven or 20 years old â at bars and restaurants.""",fake,925,5534
1145,2009-08-19T16:49:06-04:00,Roy Blunt,"""I'm 59. In either Canada or Great Britain, if I broke my hip, I couldnât get it replaced.""",fake,688,4073
232,2007-12-19T00:00:00-05:00,Mitt Romney,"""I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.""",real,646,3725
3829,2011-05-28T15:40:18-04:00,Ward Armstrong,"Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia.",fake,1031,6083
10511,2015-02-15T00:01:00-05:00,Sheila Resseger,"""By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.""",real,909,5421
3659,2011-04-28T16:40:12-04:00,Barack Obama,Says stories about his birth certificate drowned out media coverage of the Republican and White House budget plans the week of April 11.,fake,913,5425
1710,2010-04-21T13:27:38-04:00,Harry Reid,"The financial services regulatory bill ""will end taxpayer bailouts.""",fake,1431,8602
18094,2020-03-09T12:38:18-04:00,Hillary Clinton,"Says at polling places in Texas on Super Tuesday âthe Republican side gets 25 machines, the Democratic side gets 5 machines. People were literally standing in line for seven hours.â",fake,804,4886
4386,2011-09-02T13:58:06-04:00,Rick Perry,"Says that when President Obama visited El Paso, he ""pronounced that the border with Mexico and the United States was safer than it ever was in history.""",real,873,4936
7780,2013-05-14T16:11:31-04:00,Barack Obama,"""Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of"" the Benghazi incident.",fake,732,4433
4684,2011-10-28T10:02:44-04:00,Rick Scott,Says adding toll lanes on I-95 in Broward County improved rush-hour traffic for non-toll lanes from 25 mph to 45 mph.,real,1188,6856
12705,2016-07-18T22:16:53-04:00,Jeff Sessions,"Says Hillary Clinton ""has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade â the Trans-Pacific Partnership agreement.""",fake,464,2850
16924,2019-05-24T11:11:00-04:00,Donna Campbell,"""Local Government debt in Texas has increased nearly 40% in the past 5 years.""",real,1015,6057
4002,2011-07-01T06:39:25-04:00,Renewable Fuels Association,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",fake,1745,10559
4172,2011-07-22T17:36:55-04:00,Barack Obama,"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.""",real,964,5674
17622,2019-12-09T17:47:34-05:00,One America News,"Says Adam Schiff is ""under investigation for Ukrainian Burisma oil connections.""",fake,432,2808
13566,2016-12-23T12:32:53-05:00,Today News 24,"""Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling.""",fake,561,3355
5856,2012-05-06T09:00:00-04:00,Tom Barrett,"Says Gov. Scott Walker ""has caused Wisconsin to lose more jobs than any other state in the country.""",real,648,3783
8652,2013-12-12T14:59:44-05:00,Bill O'Reilly,"""The 'Denver Post' has actually hired an editor to promote pot.""",fake,1006,5631
12407,2016-05-20T11:33:34-04:00,Tom Marino,"""I have had to fill out FEC reports for the past six years now, and theyâre much more detailed than a tax return...""",fake,766,4411
17422,2019-10-16T14:08:34-04:00,Facebook posts,"Quotes President John F. Kennedy as saying ""If the United States ever experienced [a coup to overthrow the government] it will come from the CIA and not the Pentagon.""",fake,729,4224
14848,2017-12-15T05:00:00-05:00,Gwen Moore,"The House tax plan ""would provide permanent tax cuts for individuals who are multi-millionaires and billionaires,"" but ""all middle-class families will eventually face a tax increase, since tax relief for them expires.""",real,599,3544
8600,2013-11-25T15:58:04-05:00,Causa Oregon,"""American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.""",real,800,4914
